sl_key|value,static_label_category|value,feature_name|value,screen_list|value,sl_value_en|value,sl_value_ta|value,sl_value_hi|value,sl_value_as|value,sl_value_bn|value,sl_value_kn|value,sl_value_ml|value,sl_value_mr|value,sl_value_or|value,sl_value_te|value,sl_value_pa|value,sl_value_gu|value
lbl_pv_stepper_step_three_subtitle,"Vehicle Finance","Passenger vehicle","passenger vehicle get started screen","<ul><li>KYC</li><li>Personal details</li><li>Employment details</li></ul>","<ul><li>KYC</li><li>Personal details</li><li>Employment details</li></ul>","<ul><li>KYC</li><li>Personal details</li><li>Employment details</li></ul>","<ul><li>KYC</li><li>Personal details</li><li>Employment details</li></ul>","<ul><li>KYC</li><li>Personal details</li><li>Employment details</li></ul>","<ul><li>KYC</li><li>Personal details</li><li>Employment details</li></ul>","<ul><li>KYC</li><li>Personal details</li><li>Employment details</li></ul>","<ul><li>KYC</li><li>Personal details</li><li>Employment details</li></ul>","<ul><li>KYC</li><li>Personal details</li><li>Employment details</li></ul>","<ul><li>KYC</li><li>Personal details</li><li>Employment details</li></ul>","<ul><li>KYC</li><li>Personal details</li><li>Employment details</li></ul>","<ul><li>KYC</li><li>Personal details</li><li>Employment details</li></ul>"
pv_personal_details,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review","Personal details",,,,,,,,,,,
err_msg_pv_coapp_please_enter_valid_number,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen","Please enter valid number",,,,,,,,,,,
lbl_valid_income_proof,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen","Should have valid income proof eg : Salary Slip or ITR",,,,,,,,,,,
lbl_pv_fi_thank_you_screen_additional_detail_text,"Vehicle Finance","Passenger vehicle","passenger vehicle field_investigation_screen","You can also fast-track your application by providing additional details.",,,,,,,,,,,
lbl_pv_retry,"Vehicle Finance","Passenger vehicle","Api Failure Screen",Retry,,,,,,,,,,,
cta_upload_income_submitted,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen",Submitted,,,,,,,,,,,
lbl_pv_landmark_option,"Vehicle Finance","Passenger vehicle","passenger vehicle_existing_customer screen",Landmark(Optional),,,,,,,,,,,
pv_insurance,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review",Insurance,,,,,,,,,,,
E_FILE_WRONG_PASSWORD,"Vehicle Finance","Passenger vehicle","passenger vehicle_salaryslipscreen","Unable to open Statement with password provided",,,,,,,,,,,
pv_margin_amount,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review","Margin amount",,,,,,,,,,,
pv_health_insurance_bold_description,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","Mahindra Arogya Suraksha provides financial protection for medical expenses during hospitalization, ensuring customers can access quality care without draining their savings.",,,,,,,,,,,
lbl_pv_aadhaar_consent,"Vehicle Finance","Passenger vehicle","passenger vehicle pan validation","I hereby state that I have no objection in authenticating myself with Aadhaar-based OTP authentication",,,,,,,,,,,
pv_salary_slip_review_screen_sub_desc,"Vehicle Finance","Passenger vehicle","Upload Salary Slip"," We appreciate your patience.",,,,,,,,,,,
pv_insurance_tool_tip_text,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","Insurance Premium will be a part of loan amount",,,,,,,,,,,
pv_loan_details,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review","Loan details",,,,,,,,,,,
pv_income_proof,"Vehicle Finance","Passenger vehicle","passenger vehicle offer discussion screen","Income proof",,,,,,,,,,,
err_msg_pv_pan_retry_part_two,"Vehicle Finance","Passenger vehicle","passenger vehicle pan validation","attempts remaining.",,,,,,,,,,,
msg_pv_newCarLoan_consent1,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen","I give my consent to undertake online KYC and to upload/download my KYC records from central KYC registry",,,,,,,,,,,
lbl_pv_fi_additional_detail_screen_upload_doc3_txt,"Vehicle Finance","Passenger vehicle",,"Work address proof (optional)",,,,,,,,,,,
lbl_pv_fi_additional_detail_screen_refree_txt,"Vehicle Finance","Passenger vehicle",,Refree,,,,,,,,,,,
pv_employment_type,"Vehicle Finance","Passenger vehicle","passenger vehicle personal employment details screen","Employment type",,,,,,,,,,,
pv_ltv,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review",LTV,,,,,,,,,,,
pv_application_no,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review","Application No. #",,,,,,,,,,,
lbl_pv_kyc_progress_indicator_title,"Vehicle Finance","Passenger vehicle","passenger vehicle_existing_customer screen","Please wait while we fetch your details",,,,,,,,,,,
lbl_pv_updated_loan_offer_tool_tip_mas,"Vehicle Finance","Passenger vehicle",,"Health Insurance",,,,,,,,,,,
err_msg_pv_enter_valid_aadhaar_text,"Vehicle Finance","Passenger vehicle","passenger vehicle pan validation","Please enter aadhaar number",,,,,,,,,,,
pv_stay_on_page,"Vehicle Finance","Passenger vehicle","passenger vehicle - back screen","Stay on the page",,,,,,,,,,,
pv_years_of_exp,"Vehicle Finance","Passenger vehicle","passenger vehicle personal employment details screen","Years of Experience",,,,,,,,,,,
err_msg_dob_minor,"Vehicle Finance","Passenger vehicle","passenger vehicle_existing_customer screen","Date cannot be of a minor",,,,,,,,,,,
pv_insurance_premium_price,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","starting from",,,,,,,,,,,
lbl_pv_aadhaar_try_again,"Vehicle Finance","Passenger vehicle","passenger vehicle kyc via aadhaar","Try again",,,,,,,,,,,
lbl_gaurantor,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen",Guarantor,,,,,,,,,,,
err_msg_pv_coapp_please_enter_valid_text,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen","Please enter valid text",,,,,,,,,,,
lbl_pv_updated_loan_offer_mas,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance review screen","Mahindra Aarogya Suraksha",,,,,,,,,,,
E_FILE_NO_PASSWORD,"Vehicle Finance","Passenger vehicle","passenger vehicle_salaryslipscreen","Statement password not provided",,,,,,,,,,,
pv_life_insurance_msg1,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","Security in case of disability",,,,,,,,,,,
err_msg_salary_upload_retry_part_one,"Vehicle Finance","Passenger vehicle","Upload Salary Slip","We are unable to validate your Salary Slip. Please try again. ",,,,,,,,,,,
lbl_pv_dealer_details,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen","Dealer Details",,,,,,,,,,,
lbl_pv_title,"Vehicle Finance","Passenger vehicle","passenger vehicle title","Passenger Vehicle",,,,,,,,,,,
cta_pv_updated_loan_offer_add_mas,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance review screen",Add,,,,,,,,,,,
lbl_pv_if_any_text,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen","(if any)",,,,,,,,,,,
pv_salary_slip_upload_sub_txt,"Vehicle Finance","Passenger vehicle","Upload Salary Slip","Single file size limit is 5 MB. Accepted file types include PNG, JPEG, JPG or PDF format only.",,,,,,,,,,,
msg_liveliness_check_allow_camera,"Vehicle Finance","Passenger vehicle","passenger vehicle_liveliness check screen",Camera,,,,,,,,,,,
msg_pv_sub_title_upload_manually,"Vehicle Finance","Passenger vehicle","passenger vehicle_income verification screen","Download the income statement from your bank account & upload it in a PDF format.",,,,,,,,,,,
lbl_pv_stepper_step_four_title,"Vehicle Finance","Passenger vehicle","passenger vehicle get started screen","Acknowledgement Letter ","ஒப்புதல் கடிதம்","स्वीकृति पत्र","স্বীকৃতি পত্ৰ","স্বীকৃতি পত্র","ಅಂಗೀಕಾರ ಪತ್ರ","അംഗീകാര കത്ത്","स्वीकृती पत्र","ସ୍ୱୀକୃତି ପତ୍ର","అంగీకార లేఖ","ਸਵੀਕ੍ਰਿਤੀ ਪੱਤਰ","સ્વીકૃતિ પત્ર"
pv_gender,"Vehicle Finance","Passenger vehicle","passenger vehicle personal employment details screen",Gender,,,,,,,,,,,
msg_checking_cibil,"Vehicle Finance","Passenger vehicle","passenger vehicle_bre1 screen","Please wait, checking CIBIL score...",,,,,,,,,,,
cta_pv_fi_add_detail_screen_btm_remove_txt,"Vehicle Finance","Passenger vehicle","passenger vehicle field_investigation_screen","Remove referee",,,,,,,,,,,
lbl_pv_edit_insurance_screen_mls_nominee,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen",Nominee,,,,,,,,,,,
lbl_pv_stepper_checkbox_pop_up_description,"Vehicle Finance","Passenger vehicle","passenger vehicle get started screen","- I/We shall authorize and consent Mahindra & Mahindra Financial Services Limited (MMFSL) to evaluate/ analyze Personal information submitted by me and/or authorize and consent to obtain my personal information from Credit Bureau, Fintech account aggregators, Fintech Data aggregators, Fintech Payment aggregator partner and/or any other Credit information Companies (CICs) to enable MMFSL to access and analyse my credit score for funding loan and to execute other preliminary credit support activities including but not limited to PAN Card validation, employment verification, vehicle details verification, Bank account verification, income validation, identity and address proof validation, payment collection etc. This consent and authorization is unconditional and shall be used by MMFSL for the limited purpose of evaluating the credit worthiness for sanctioning a Loan by consenting the following:
 
a. I/We authorize MMFSL to use my/our personal information to obtain my/our Credit information Report and Credit Score from Credit Bureau/Credit information Companies (CICs) for the purpose of determining my/our credit score, income validation, Bank Account statement verification, undertaking credit risk analysis to for considering lending to me/us for considering revising my/our credit limit.
 
b. All the documents required for processing the loan will be provided by me/us. In case where any of the documents are password protected, I/ we confirm to provide the relevant password to MMFSL.
 

c. I/We also state and confirm that Credit Bureau and/or any other CICs sharing my/our information to MMFSL shall be in order and I/we shall not hold them responsible for sharing the information and further state that no person has induced me/us to provide my/our Consumer Credit Information.
 
d. I/We shall not hold MMFSL responsible or liable for any loss, claim, liability, or damage of any kind resulting from any inaccuracy or error in the credit information provided by Credit Bureau and/or any other CICs and for any breach of confidentiality or privacy by Credit Bureau and/or any other CICs sharing of my/our Consumer Credit information.
 
e. I/We agree that we may be required to record my/our consent and provide instructions electronically and in all such cases we understand that by giving consent herein, I am/we are providing written instructions to MMFSL authorizing MMFSL to obtain my/our Consumer Credit Information from my/our personal credit profile from Credit Bureau and/or any other CICs.
 
f. I/we hereby at my/our own discretion agree and accept that the account statements, payment receipts need not be given to me/us separately in any physical form instead prefer to be in digital form.
 

g. I/We affirm that all information provided by me/us are correct, complete, and up-to-date and no information as required to process my loan application has been withheld, I will keep MMFSL informed of any change in the information provided by me/us .
 

h. I/We authorize MMFSL to share my/our information with its respective partners in connection with this loan application and with other business associates offering value added services.
 

- I/We hereby consent to receiving information from Central KYC Registry through SMS/email on the above registered number/email address for the purpose of KYC compliance.
 

- Loan limit shall be solely determined in terms of the internal criteria of MMFSL and it shall be at the sole discretion of MMFSL to sanction a Loan.
 

- I/We shall pay/remit documentation charges, loan processing fee upfront as stipulated by MMFSL, before availing the Loan and submit all KYC documents, credit information, income and other details and execute all necessary Loan Agreements either in digital or physical form and I/We shall be bound by the terms and conditions of the loan agreement.
 

- I/We consent and authorize MMFSL to receive communications in relation to customized recommendations, promotional offers, information on various other products and services available on this platform by MMFSL, via email, SMS, WhatsApp to my registered mobile number or by an electronic mail or by a postal communication to my/our given address, App notifications or any other means of communication and I/We confirm and undertake that this content and authorization will override my registration under DND/NC/NDNC under TRAI regulations.
 

- Terms and Conditions of Loan may be amended and/or modified and from time to time due to any reason including due to any change in the market conditions and such revision, modification, amendment shall be communicated through a digital/physical mode and on such communication, I / We am/are under obligation to abide by such amended terms.
 

- I agree that on receipt of Loan application, MMFSL shall conduct diligence and seek mandatory information required for KYC purpose; and I/We hereby authorise MMFSL to facilitate my /our transaction in accordance with the prevailing laws and regulations, including Prevention of Money Laundering Act and its rules.
 

- That the receipt of application form for the loan does not imply automatic approval of my/our loan by MMFSL.
 

- MMFSL may request for any additional applicable documents other than those collected in connection with the application.
 

- MMFSL shall not be liable for loss or delay in receipt of documents provided by me/us.
 

- In case of any change in mode of repayment, applicable increase in Interest rate and upfront cash handling charges shall be payable by me/us.
 

- Incomplete/defective application will not be processed and MMFSL shall not be responsible in any manner for the resulting delay or otherwise.
 

- The rate of interest are subject to change as per the change in the lending rates of MMFSL and shall be applicable, prospectively, for all loans availed where the loan is subject to a floating interest rate.
 

- I/We request MMFSL to credit/pay the loan amount to the dealer/seller on my/our behalf. I/we are aware that MMFSL is not responsible for the delivery quality of the asset.
 

- I/We understand and agree that the consent given for updating/registration/request for free mobile alert facility shall be valid till such time I/We withdraw the same in writing. Unless specifically advised, MMFSL will continue to send SMS alerts on the numbers requested by Authorised Signatory/ies of the firm/company/trust/association/ society, as applicable. MMFSL shall not be responsible and liable for any consequences which may arise owing to change in name/s or Authorised Signatory/ies or Partners or Directors or Trustees or Members of the firm/company/trust/ association/society.
 

- I/We confirm that no insolvency/winding up proceeding or suits for recovery of the outstanding dues or monies whatsoever or for attachment of my/our assets or properties and/or criminal proceedings have been initiated and/or are pending against me/us and that/we have never been adjudicated insolvent by any court or other authority.
 

- I/We certify that I am/are citizen of India.
 

- I /We confirm that the funds shall be used only for the stated purpose. I/We confirm that the GST registration information and registration number provided is true and correct. I/We understand that if my/our GST registration number is not provided or is incorrect, then GST Authority may not grant me/us GST Input Credit for GST on charges.
 

- MMFSL reserves the rights to retain the photographs and documents submitted with this application and will not return the same to the applicant.
 

- I authorize MMFSL to engage any third party or agency to verify the credit worthiness and other details based on my application for Loan and to make any enquiries regarding my application.
 

- I/We am/are aware that the upfront application fees and the applicable taxes collected from me at the time of application are non-refundable under any circumstances.
 

- I/We hereby authorize & give consent to MMFSL to obtain my Aadhar No., name and fingerprints/iris and also to store/share/use my/our biometrics to be submitted to Central Identities Data Repository furnished by me/us in application form/related documents executed/or to be executed in relation to the facilities availed/to be availed from MMFSL, to MMFSL's other branches, subsidiaries, affiliates, Credit Bureaus, Rating agencies, Service Providers, Banks/Financial institutions, Government/Regulatory authorities or third parties for the purposes of authentication with UIDAI. I/We waive the privilege of Privacy & Privity of Contract and such disclosure or use of the aforesaid information shall not amount to breach of any law, rule, regulation etc. in force.
 

- I/We hereby confirm that the information/particulars provided/to be provided by me are true and correct.
 

- I/We confirm that I/We have not taken any loan from any other bank/finance company other than those specifically declared/to be declared by me.
 

- I/We have intimated to you the current residential address (being usual place of residence)/place of business for which registration has been obtained and we undertake that we shall immediately update you in case of any changes in the aforementioned address and submit documents for verification proactively. I/We shall remain responsible for any consequences for non-intimation/delay in intimation of the new address.
 

- MMFSL is a finance provider and upon receipt of customer consent, MMFSL provides vehicle finance disbursement to the dealer. It is agreed and understood by me/us that it is the mine/our sole responsibility to co-ordinate with the dealer as regards delivery schedule, availability of vehicle, specific colour/model/version/accessories of the vehicle and certification of vehicle condition at the time of delivery. MMFSL will not be responsible, liable or accountable for any of the above aside from the said financing.",,"मैं/हम महिंद्रा फाइनेंस और उसके प्रतिनिधियों को उत्पाद से संबंधित बातचीत के लिए कॉल, एसएमएस, व्हाट्सएप या किसी अन्य माध्यम का उपयोग करने के लिए अधिकृत करता/करती हूँ। यह सहमति DNC/NDNC के लिए मेरे पंजीकरण को रद्द कर देती है। मैं/हम अन्य उत्पादों के संबंध में अपनी सहमति प्रदान करता/करती हूँ।",,,,,,,,,
pv_offer_msg_2,"Vehicle Finance","Passenger vehicle","passenger vehicle offer review screen",". Terms may vary subject to document verification",,,,,,,,,,,
cta_pv_fi_thank_you_screen_home,"Vehicle Finance","Passenger vehicle","passenger vehicle field_investigation_screen",Home,,,,,,,,,,,
pv_tnc,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review","terms and conditions",,,,,,,,,,,
lbl_pv_authenticate_using_aadhaar,"Vehicle Finance","Passenger vehicle","passenger vehicle kyc via aadhaar","Authenticate using Aadhaar",,,,,,,,,,,
lbl_upload_bank_statement_desc,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","submit your last 3 months’ bank statements for verification",,,,,,,,,,,
pv_annualised_interest_rate,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review","Annualised Interest Rate",,,,,,,,,,,
pv_life_insurance_msg2,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","Protection in the event of death",,,,,,,,,,,
lbl_pv_fi_thank_you_screen_documentList,"Vehicle Finance","Passenger vehicle","passenger vehicle field_investigation_screen","<ul>
<li>Communication address proof</li>
<li>Proforma invoice copy</li>
<li>Margin amount receipt, (if paid the amount)</li>
</ul>",,,,,,,,,,,
lbl_pv_fi_add_detail_screen_assisted_by_txt,"Vehicle Finance","Passenger vehicle","passenger vehicle field_investigation_screen","Are you being assisted by a Mahindra executive?",,,,,,,,,,,
lbl_pv_check_eligibility,"Vehicle Finance","Passenger vehicle","passenger vehicle_thank you screen","Want to check your eligibility?",,,,,,,,,,,
pv_accept_continue,"Vehicle Finance","Passenger vehicle","passenger vehicle offer review screen","Accept Loan Offer",,,,,,,,,,,
lbl_pv_car_details,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen","Car Details",,,,,,,,,,,
lbl_pv_updated_loan_offer_annualised_roi,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance review screen","Annualised Interest Rate",,,,,,,,,,,
lbl_pv_fi_add_detail_screen_consent_txt,"Vehicle Finance","Passenger vehicle","passenger vehicle field_investigation_screen","I hereby declare that I am not related to any director or any senior officer of any bank/NBFC (including MMFSL)",,,,,,,,,,,
lbl_pv_home,"Vehicle Finance","Passenger vehicle","Api Failure Screen",Home,,,,,,,,,,,
lbl_pv_accessories,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen",Accessories,,,,,,,,,,,
lbl_pv_personal_details,"Vehicle Finance","Passenger vehicle","passenger vehicle personal employment details screen","Personal details",,,,,,,,,,,
lbl_pv_liveliness_step1,"Vehicle Finance","Passenger vehicle","passenger vehicle_liveliness check steps screen","Take a selfie with your camera",,,,,,,,,,,
lbl_pv_choose_bank2,"Vehicle Finance","Passenger vehicle","passenger vehicle_income verification screen","Add a bank account in which you receive your income",,,,,,,,,,,
msg_pv_sub_title_net_banking,"Vehicle Finance","Passenger vehicle","passenger vehicle_income verification screen","Give consent to securely fetch your income data & login to your NetBanking for Verification",,,,,,,,,,,
lbl_pl_vkyc_tnc_Alert_label,"Vehicle Finance","Passenger vehicle",,"alert title",,,,,,,,,,,
lbl_vl_vkyc_video_ref_desc,"Vehicle Finance","Passenger vehicle","passenger vehicle_liveliness vkyc screen","Lorem ipsum",,,,,,,,,,,
msg_fetching_details,"Vehicle Finance","Passenger vehicle","passenger vehicle_bre1 screen","Please wait, fetching your details...",,,,,,,,,,,
lbl_pv_dob,"Vehicle Finance","Passenger vehicle","passenger vehicle pan validation","Date of birth (as per PAN)",,,,,,,,,,,
lbl_pv_your_profile_text,"Vehicle Finance","Passenger vehicle","passenger vehicle_existing_customer screen","Your Profile",,,,,,,,,,,
pv_lbl_insurance_dob,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","Date of birth",,,,,,,,,,,
msg_pv_enter_6_digit_pincode,"Vehicle Finance","Passenger vehicle","passenger vehicle pan validation","Enter your 6-digit PIN Code",,,,,,,,,,,
err_pv_aadhaar_otp,"Vehicle Finance","Passenger vehicle","passenger vehicle kyc via aadhaar","Error Aadhaar OTP",,,,,,,,,,,
err_msg_no_of_dependents,"Vehicle Finance","Passenger vehicle",,"Number of dependents cannot be more than 10",,,,,,,,,,,
err_msg_no_of_earning_members,"Vehicle Finance","Passenger vehicle",,"Number of earning members cannot be more than 10",,,,,,,,,,,
lbl_pv_thank_you_reponse,"Vehicle Finance","Passenger vehicle","passenger vehicle_pan_fail_thankyou screen","Thank you for your response",,,,,,,,,,,
lbl_pv_application_no,"Vehicle Finance","Passenger vehicle","passenger vehicle_pan_fail_thankyou screen","Application No.",,,,,,,,,,,
lbl_pv_consent_digilocker,"Vehicle Finance","Passenger vehicle","Passenger Vehicle_Digilocker_Retry Screen","Please ensure you have provided your consent to share your documents with us",,,,,,,,,,,
msg_pv_digilocker_fail,"Vehicle Finance","Passenger vehicle","passenger vehicle_thank you screen","We were not able to authenticate you online. We have submitted your response to our executive who will get in touch with you for next steps",,,,,,,,,,,
msg_pv_error_invalid_attempt1,"Vehicle Finance","Passenger vehicle","passenger vehicle kyc via aadhaar","Sorry we cannot authenticate you. You have",,,,,,,,,,,
cta_pv_aadhaar_ok,"Vehicle Finance","Passenger vehicle","passenger vehicle kyc via aadhaar",ok,,,,,,,,,,,
lbl_pv_aadhaar_error_generic,"Vehicle Finance","Passenger vehicle","passenger vehicle kyc via aadhaar","An error occurred while processing your request",,,,,,,,,,,
lbl_pv_progress_step_one_title,"Vehicle Finance","Passenger vehicle","passenger vehicle get started screen",Eligibility,தகுதி,पात्रता,যোগ্যতা,যোগ্যতা,ಅರ್ಹತೆ,അർഹത,पात्रता,ଯୋଗ୍ୟତା,అర్హత,ਯੋਗਤਾ,પાત્રતા
msg_pv_pan_details_enter,"Vehicle Finance","Passenger vehicle","passenger vehicle pan validation","Please enter all fields.",,,,,,,,,,,
lbl_pv_stepper_step_one_title,"Vehicle Finance","Passenger vehicle","passenger vehicle get started screen",Eligibility,தகுதி,पात्रता,যোগ্যতা,যোগ্যতা,ಅರ್ಹತೆ,യോഗ്യത,पात्रता,ଯୋଗ୍ୟତା,అర్హత,ਯੋਗਤਾ,પાત્રતા
lbl_pv_stepper_step_three_title,"Vehicle Finance","Passenger vehicle","passenger vehicle get started screen","Your profile","உங்கள் சுயவிவரம்","आपकी प्रोफ़ाइल","আপোনাৰ প্ৰফাইল","আপনার প্রোফাইল","ನಿಮ್ಮ ಪ್ರೊಫೈಲ್","നിങ്ങളുടെ പ്രൊഫൈൽ","तुमची प्रोफाइल","ଆପଣଙ୍କ ପ୍ରୋଫାଇଲ","మీ ప్రొఫైల్","ਤੁਹਾਡੀ ਪ੍ਰੋਫ਼ਾਈਲ","તમારી પ્રોફાઇલ"
lbl_pv_stepper_step_five_title,"Vehicle Finance","Passenger vehicle","passenger vehicle get started screen","Loan disbursement","கடன் வழங்கல்","ऋण वितरण","ঋণ বিতৰণ","ঋণ বিতরণ","ಸಾಲ ವಿತರಣೆ","വായ്പ വിതരണം","कर्ज वितरण","ଋଣ ବିତରଣ","రుణ పంపిణీ","ਕਰਜ਼ਾ ਵੰਡ","લોન વિતરણ"
lbl_pv_stepper_overlay_step_one_title,"Vehicle Finance","Passenger vehicle","passenger vehicle get started screen",Eligibility,,,,,,,,,,,
lbl_pv_stepper_overlay_step_one_subtitle,"Vehicle Finance","Passenger vehicle","passenger vehicle get started screen","Enter your PAN details to check eligibility in few seconds",,,,,,,,,,,
lbl_pv_error_generic,"Vehicle Finance","Passenger vehicle","Passenger vehicle","An error occurred while processing your request",,,,,,,,,,,
msg_pv_newCarLoan_consent,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen","I agree that dealer quote entered is as per the price taken / proforma invoice provided by the selected dealer",,,,,,,,,,,
lbl_pv_extended_warranty,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen","Extended Warranty",,,,,,,,,,,
lbl_pv_state_dropdown,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen",State,,,,,,,,,,,
lbl_pv_Estimate_OnRoad_Price,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen","Estimated On-Road Price",,,,,,,,,,,
lbl_pv_EstimatedLoan_validation,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen","Loan amount should not be less than ₹",,,,,,,,,,,
lbl_pv_pincode_info_text,"Vehicle Finance","Passenger vehicle","passenger vehicle pan validation","Where you want to take the loan",,,,,,,,,,,
msg_pv_check_eligibility_msg2,"Vehicle Finance","Passenger vehicle","passenger vehicle_thank you screen","Simple way to find an eligible offer that fits your needs",,,,,,,,,,,
lbl_pv_aadhaar,"Vehicle Finance","Passenger vehicle","passenger vehicle_existing_customer screen",Aadhaar,,,,,,,,,,,
lbl_pv_residence_type_text,"Vehicle Finance","Passenger vehicle","passenger vehicle_existing_customer screen","Residence Type",,,,,,,,,,,
lbl_pv_check_box_text,"Vehicle Finance","Passenger vehicle","passenger vehicle_existing_customer screen","I/We hereby declare that KYC and address details provided above are correct.",,,,,,,,,,,
lbl_pv_driving_license,"Vehicle Finance","Passenger vehicle","passenger vehicle_existing_customer screen","Driving License",,,,,,,,,,,
pv_male,"Vehicle Finance","Passenger vehicle","passenger vehicle personal employment details screen",Male,,,,,,,,,,,
pv_other,"Vehicle Finance","Passenger vehicle","passenger vehicle personal employment details screen",Other,,,,,,,,,,,
lbl_education_qualification,"Vehicle Finance","Passenger vehicle","passenger vehicle personal employment details screen","Education qualification",,,,,,,,,,,
lbl_except_two_wheeler,"Vehicle Finance","Passenger vehicle","passenger vehicle personal employment details screen","(except two-wheeler)",,,,,,,,,,,
pv_employment_status,"Vehicle Finance","Passenger vehicle","passenger vehicle personal employment details screen","Employment status",,,,,,,,,,,
pv_consent_declaration,"Vehicle Finance","Passenger vehicle","passenger vehicle personal employment details screen","I hereby declare that I am not a politically exposed person.",,,,,,,,,,,
pv_emi_amount,"Vehicle Finance","Passenger vehicle","passenger vehicle offer review screen","EMI amount",,,,,,,,,,,
pv_higher_loan_amount,"Vehicle Finance","Passenger vehicle","passenger vehicle offer discussion screen","Looking for a higher loan amount?",,,,,,,,,,,
pv_bank_stmts,"Vehicle Finance","Passenger vehicle","passenger vehicle offer discussion screen","Bank Statements",,,,,,,,,,,
pv_cont_prev,"Vehicle Finance","Passenger vehicle","passenger vehicle offer discussion screen","Continue with previous offer",,,,,,,,,,,
lbl_pv_personal_radiobutton,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen",Personal,,,,,,,,,,,
lbl_pv_secure_details_text,"Vehicle Finance","Passenger vehicle","passenger vehicle_existing_customer screen","Your details are secure and will be only used for loan application process",,,,,,,,,,,
lbl_pv_kyc_incorrect_text,"Vehicle Finance","Passenger vehicle","passenger vehicle_existing_customer screen","KYC Details incorrect?",,,,,,,,,,,
lbl_offer_valid_text,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen","This offer is valid for personal use only",,,,,,,,,,,
pv_life_insurance_description,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","is a life insurance plan to take care of your outstanding principle loan amount, in case on unfortunate event",,,,,,,,,,,
pv_health_insurance_msg1,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","Feature and benefit",,,,,,,,,,,
cta_pv_open_camera,"Vehicle Finance","Passenger vehicle","passenger vehicle_liveliness check steps screen","Open Camera",,,,,,,,,,,
cta_pv_capture,"Vehicle Finance","Passenger vehicle","passenger vehicle_liveliness check screen",Capture,,,,,,,,,,,
lbl_pv_choose_bank,"Vehicle Finance","Passenger vehicle","passenger vehicle_income verification screen","Choose bank for income verification",,,,,,,,,,,
lbl_age_between_25_55,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen","Age between 25-55 years",,,,,,,,,,,
lbl_bank_statement,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen","and bank statement (last 6 months)",,,,,,,,,,,
lbl_need_executive_assistance,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen","Need Executive Assistance",,,,,,,,,,,
lbl_pv_pan_details_user_subtitle,"Vehicle Finance","Passenger vehicle","passenger vehicle get started screen","Add your basic details to check eligibility",,,,,,,,,,,
cta_pv_add_nominee,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","Add nominee",,,,,,,,,,,
lbl_pv_edit_insurance_screen_mas_title2,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","(Health Insurance)",,,,,,,,,,,
pv_select_verification_mode,"Vehicle Finance","Passenger vehicle",,"Select verification mode",,,,,,,,,,,
